iter	MultiClass
315	0.02660192519
316	0.02649354377
317	0.02645308086
318	0.02639010471
319	0.02634959041
320	0.02627331115
321	0.02623733179
322	0.02619954695
323	0.02613201738
324	0.02609817877
325	0.02605694142
326	0.02600409551
327	0.02588741546
328	0.025859002
329	0.02580750044
330	0.02574108995
331	0.02565214447
332	0.02556971492
333	0.02550097487
334	0.02542017689
335	0.02534265244
336	0.02529645566
337	0.02523827518
338	0.0251730571
339	0.02515083795
340	0.02511245573
341	0.02507097515
342	0.02498933431
343	0.02494245121
344	0.02486436353
345	0.02482943181
346	0.02472759674
347	0.02465291684
348	0.02460174213
349	0.02453466998
350	0.02450714412
351	0.02448254081
352	0.02444589035
353	0.02441121748
354	0.02435799176
355	0.02427703693
356	0.0242087148
357	0.02415491917
358	0.02407309689
359	0.02401285394
360	0.02398242488
361	0.02393156962
362	0.02385183653
363	0.02378688759
364	0.02374314437
365	0.02369344157
366	0.02366736286
367	0.0236405255
368	0.0235902731
369	0.02356382587
370	0.02350801719
371	0.02347407561
372	0.02340838945
373	0.02335762502
374	0.02331286519
375	0.02327069579
376	0.02322337549
377	0.02317023642
378	0.02309992505
379	0.02303519438
380	0.02296774877
381	0.02292152876
382	0.02282222385
383	0.02276539833
384	0.02275009737
385	0.02265475813
386	0.02257308925
387	0.0224730653
388	0.02242171869
389	0.02238064561
390	0.02234793818
391	0.02229759498
392	0.02222579938
393	0.0221900871
394	0.02212852024
395	0.02211137325
396	0.02207431068
397	0.0220594173
398	0.0220162056
399	0.02198343
400	0.02193886715
401	0.02187464377
402	0.02184250553
403	0.02178800817
404	0.02173166384
405	0.02164361677
406	0.02159037874
407	0.0215598191
408	0.02154192754
409	0.0214717024
410	0.02141459631
411	0.02135495082
412	0.02131061421
413	0.02128491554
414	0.0212388132
415	0.02119231697
416	0.0211656146
417	0.02112637281
418	0.02108606914
419	0.02104655588
420	0.02099879151
421	0.02094393539
422	0.02088738809
423	0.02087529583
424	0.02083202127
425	0.02074704066
426	0.02070068135
427	0.0206752409
428	0.02064798237
429	0.02059412692
430	0.02046500291
431	0.02041680492
432	0.02038505177
433	0.02033707551
434	0.02023845088
435	0.02019085048
436	0.02017671043
437	0.02011660578
438	0.02007758335
439	0.02003546581
440	0.02000204414
441	0.01996087621
442	0.01991449782
443	0.01986869894
444	0.0197765194
445	0.01973532392
446	0.01970544796
447	0.01967044162
448	0.01964897982
449	0.01961636763
450	0.01957335038
451	0.01954941896
452	0.01953291527
453	0.01951479458
454	0.01948663703
455	0.01946321003
456	0.01943776354
457	0.01939460403
458	0.01936590785
459	0.01932666034
460	0.01931293725
461	0.01928858016
462	0.01919659565
463	0.01912295276
464	0.01910524993
465	0.01907656912
466	0.01904646143
467	0.01896540085
468	0.01895524903
469	0.01893578719
470	0.01888982692
471	0.01886474139
472	0.01883403521
473	0.0187964477
474	0.01875397377
475	0.01873974145
476	0.01864829895
477	0.01860778662
478	0.01857166371
479	0.0185390394
480	0.01849099392
481	0.01847923713
482	0.0184669592
483	0.01839651397
484	0.01836880508
485	0.01834020661
486	0.0183012001
487	0.0182506907
488	0.01823140607
489	0.01819519623
490	0.01813702976
491	0.01808085596
492	0.01805026718
493	0.01802754454
494	0.01799381658
495	0.01796727328
496	0.01792384218
497	0.01790773587
498	0.01787354127
499	0.01785407616
500	0.01781002789
501	0.01779699815
502	0.01777896491
503	0.01775840998
504	0.01771732828
505	0.01768439457
506	0.0176186725
507	0.01757167718
508	0.0175431088
509	0.01749725629
510	0.01746373222
511	0.01743687952
512	0.01739626978
513	0.01735028528
514	0.01733407374
515	0.01731851018
516	0.01730136085
517	0.01728328901
518	0.01726446303
519	0.01721969279
520	0.01720051718
521	0.01717491477
522	0.01712676654
523	0.01709084295
524	0.01707404724
525	0.01705276435
526	0.01703579573
527	0.01700838814
528	0.0169756939
529	0.01695073304
530	0.0169198126
531	0.01690320296
532	0.01687959265
533	0.01682486557
534	0.01677220897
535	0.01674360363
536	0.01671203745
537	0.01670077103
538	0.01665533939
539	0.0166341572
540	0.01659602994
541	0.01656647895
542	0.01653015029
543	0.01651195108
544	0.0164634864
545	0.01642680405
546	0.01640126216
547	0.0163818709
548	0.01633975017
549	0.01630995772
550	0.01627825488
551	0.01626369733
552	0.01620065255
553	0.0161826784
554	0.01616845122
555	0.01613795574
556	0.01612482304
557	0.01610663802
558	0.01607560972
559	0.01604874192
560	0.01602619892
561	0.01597194418
562	0.01595386237
563	0.01593298557
564	0.0159190376
565	0.01588899079
566	0.0158571167
567	0.01583508589
568	0.01581120758
569	0.01577711468
570	0.01574308265
571	0.01571905176
572	0.015699776
573	0.01567529325
574	0.01563103096
575	0.01559899137
576	0.01557823031
577	0.0155401746
578	0.01551856435
579	0.01550800346
580	0.01548722645
581	0.01544813447
582	0.01540528754
583	0.01538746107
584	0.01537967055
585	0.01535020375
586	0.01531608795
587	0.01528957206
588	0.015272424
589	0.01526492503
590	0.01524821602
591	0.01522049382
592	0.01520330125
593	0.0151873908
594	0.01518184531
595	0.0151660345
596	0.01513241216
597	0.01511038382
598	0.01509444974
599	0.01507870602
600	0.01505044715
601	0.01501548179
602	0.01498406034
603	0.01495786242
604	0.014936944
605	0.01492551313
606	0.01490732018
607	0.01488439199
608	0.01486193892
609	0.01481800918
610	0.01478104732
611	0.01475680649
612	0.01474615546
613	0.01472260221
614	0.01471017825
615	0.01470360908
616	0.01465872028
617	0.01464527077
618	0.01461844998
619	0.01459922236
620	0.0145794263
621	0.01456546619
622	0.01455652032
623	0.01452064963
624	0.01449228321
625	0.01445628721
626	0.01443329987
627	0.01440997769
628	0.01439255929
629	0.01437651487
630	0.01434853846
631	0.01432815837
632	0.01430963105
633	0.01429090198
634	0.01427034202
635	0.01424652511
636	0.01421238815
637	0.01419715513
638	0.01418524007
639	0.01415025864
640	0.01410644321
641	0.01408967784
642	0.01406242022
643	0.01404884467
644	0.01401908621
645	0.01400841614
646	0.01398042312
647	0.01394221593
648	0.0139285384
649	0.01390418032
650	0.01388360585
651	0.01386276981
652	0.01384916404
653	0.01382642426
654	0.01380284312
655	0.01377650312
656	0.01376027497
657	0.01372731875
658	0.0136861662
659	0.01365062175
660	0.01361782299
661	0.01358900827
662	0.01357743407
663	0.01355856878
664	0.01354099119
665	0.01351924
666	0.01349321844
667	0.01348496301
668	0.01345959037
669	0.01344361624
670	0.01341160304
671	0.01339095931
672	0.01337163433
673	0.01336665302
674	0.01334691509
675	0.01333909874
676	0.01329437693
677	0.0132747312
678	0.01325640429
679	0.01322464438
680	0.0132036299
681	0.01319755562
682	0.01316441117
683	0.01314924855
684	0.01311769398
685	0.01311393592
686	0.01310188011
687	0.01308900367
688	0.01304899095
689	0.01303887221
690	0.01302345396
691	0.0130127882
692	0.01300538725
693	0.01298828114
694	0.01298287528
695	0.01295355304
696	0.01294017745
697	0.01291177216
698	0.01288826599
699	0.01287643664
700	0.01285801928
701	0.0128462411
702	0.0128246603
703	0.01280437736
704	0.01279856668
705	0.01278227249
706	0.01276102346
707	0.01274192753
708	0.01272683798
709	0.01270589075
710	0.01268951784
711	0.01265812394
712	0.01263619219
713	0.01262113411
714	0.01260378257
715	0.01259015154
716	0.0125719655
717	0.01253487352
718	0.01252551636
719	0.01249833307
720	0.01247070161
721	0.01245838126
722	0.01244421904
723	0.01240600537
724	0.01239605861
725	0.01236806751
726	0.01235794661
727	0.01233468143
728	0.01231607783
729	0.0122903599
730	0.01227846555
731	0.01226975614
732	0.01225051416
733	0.01223829577
734	0.01222494338
735	0.01221297347
736	0.01219997345
737	0.01219235654
738	0.01217447931
739	0.01215927935
740	0.01213899518
741	0.01211374489
742	0.01209811368
743	0.0120800269
744	0.01203966949
745	0.01202945501
746	0.01202027118
747	0.01198881668
748	0.01197032782
749	0.01196176345
750	0.01194019567
751	0.01192081003
752	0.01189990565
753	0.01187907189
754	0.0118547353
755	0.01181842157
756	0.01181133543
757	0.01178807889
758	0.01176928193
759	0.0117568328
760	0.01174186217
761	0.0117205692
762	0.01170702576
763	0.01170228723
764	0.0116947674
765	0.01167024231
766	0.0116566943
767	0.01164622111
768	0.01162536757
769	0.0116025678
770	0.01158710856
771	0.01156880363
772	0.01154821711
773	0.01153433373
774	0.0115268485
775	0.01151798333
776	0.01150796653
777	0.01147051234
778	0.01144664162
779	0.01143183854
780	0.0114190336
781	0.01140035444
782	0.01138764779
783	0.01137724649
784	0.01135831752
785	0.01134548078
786	0.01131700373
787	0.01129461358
788	0.01127433509
789	0.01126572362
790	0.01123552887
791	0.01121740721
792	0.01120661517
793	0.01118350371
794	0.0111649411
795	0.01115246167
796	0.01113812666
797	0.01111241851
798	0.01108964857
799	0.01107058063
800	0.0110452325
801	0.01103186176
802	0.01102391038
803	0.01098866224
804	0.01097469424
805	0.01095732425
806	0.01095184252
807	0.01093935476
808	0.01093015234
809	0.01091824276
810	0.01090985815
811	0.01089606553
812	0.01088583827
813	0.01086604965
814	0.01085867009
815	0.01084129389
816	0.01083175234
817	0.01081169371
818	0.01078960239
819	0.01077715639
820	0.01076420275
821	0.01075670836
822	0.01074485234
823	0.01073446418
824	0.01072198271
825	0.01070805242
826	0.01069284366
827	0.01068149333
828	0.01066170842
829	0.01064815638
830	0.01064104025
831	0.01062670027
832	0.01061295537
833	0.01059964611
834	0.0105826462
835	0.01057255401
836	0.01055905845
837	0.01053732308
838	0.01052461836
839	0.01051020216
840	0.01048680062
841	0.01047661986
842	0.0104567385
843	0.01043518643
844	0.01042906766
845	0.01042306552
846	0.01041013301
847	0.01039326004
848	0.01038289748
849	0.01036807376
850	0.01035391456
851	0.0103368962
852	0.01032880128
853	0.01031525191
854	0.0103067673
855	0.01029758067
856	0.01028272641
857	0.01027025924
858	0.01025961271
859	0.01023333073
860	0.01021426358
861	0.01020310749
862	0.01019554829
863	0.01018406949
864	0.01017711564
865	0.01016473222
866	0.01015547208
867	0.01013919788
868	0.01012509906
869	0.01012257885
870	0.01010492245
871	0.01008641071
872	0.01007519599
873	0.01006668276
874	0.01005189165
875	0.01002565581
876	0.01000840048
877	0.01000232718
878	0.009966389564
879	0.009960668592
880	0.009947476051
881	0.009926962507
882	0.009919368807
883	0.009915683314
884	0.009912242608
885	0.009900855495
886	0.009894666457
887	0.009881284775
888	0.009878517718
889	0.00987644676
890	0.009869694767
891	0.009864850691
892	0.009856162802
893	0.00983661667
894	0.009815081001
895	0.009807009738
896	0.009779487193
897	0.009775268799
898	0.00976406919
899	0.009750183931
900	0.009743464417
901	0.009727885542
902	0.009719679425
903	0.009702862474
904	0.009688500724
905	0.00968356888
906	0.009674691607
907	0.009656865446
908	0.009638798397
909	0.009621488016
910	0.009614728795
911	0.009594056946
912	0.009583932483
913	0.009562857495
914	0.009555043535
915	0.009542946013
916	0.009532496486
917	0.009523199289
918	0.009514796822
919	0.009505923685
920	0.00949477044
921	0.009474266345
922	0.009466928179
923	0.009458765447
924	0.009448151665
925	0.009436069988
926	0.009410477523
927	0.00939226154
928	0.00938541866
929	0.00937207516
930	0.009366018718
931	0.009358137131
932	0.009352031358
933	0.009348156611
934	0.009338626058
935	0.00932848206
936	0.009323104197
937	0.009316671569
938	0.009311527313
939	0.009300040835
940	0.009288376836
941	0.009273923445
942	0.009259668618
943	0.009249224466
944	0.009234930271
945	0.009218068423
946	0.009210640907
947	0.009198680681
948	0.009193380833
949	0.009183180166
950	0.009176257149
951	0.009163748783
952	0.009157800435
953	0.009140344504
954	0.009128355803
955	0.009114469571
956	0.009110884358
957	0.00909219276
958	0.009078507875
959	0.009067031501
960	0.009060979537
961	0.00905018511
962	0.00904053159
963	0.009034990619
964	0.009026035691
965	0.009016413852
966	0.009007944372
967	0.00899929989
968	0.008984109157
969	0.008969134612
970	0.008957832604
971	0.008943367358
972	0.008937650361
973	0.008928359034
974	0.00892206915
975	0.008913522279
976	0.008909794547
977	0.008906922906
978	0.00889722211
979	0.008890204636
980	0.008880311346
981	0.008867291483
982	0.008837653667
983	0.008832756257
984	0.008817586192
985	0.008796601641
986	0.008787476139
987	0.00877709552
988	0.008759741291
989	0.008755889829
990	0.008746108169
991	0.00873484033
992	0.008728855742
993	0.008721779711
994	0.00869995019
995	0.008689551466
996	0.008681116506
997	0.008665037197
998	0.008658247989
999	0.008645135815
